,1;fr;Combien de temps dure en moyenne la gestation d'une éléphante ?;21 mois;17 mois;13 mois;9 mois;Débutant;Une éléphante peut être en gestation jusqu'à l'âge de cinquante ans, où un seul éléphant est porté dans la plupart des cas.;https://fr.wikipedia.org/wiki/Éléphant
38,66;de;In welcher Höhe leben die Steinböcke im Allgemeinen ?;3.500 m;2.300 m;1.900 m;4.600 m;Newbie;Die alpine Steinbockbeute umfasst steile Wände, steile Klippen oder steile Wände.;https://de.wikipedia.org/wiki/Alpensteinbock
39,67;de;Wie viele Minuten kann ein Seelöwe ohne zu atmen unter Wasser schwimmen ?;5 min;7 min;9 min;11 min;Newbie;Im Gegensatz zu Robben benutzen Pelzrobben ihre Flossen am Boden zum Gehen.;https://de.wikipedia.org/wiki/Ohrenrobben,
40,68;de;Wie lang ist die Zunge eines erwachsenen Ameisenbären in Zentimetern ?;60 cm;50 cm;70 cm;80 cm;Newbie;Der größte Vertreter der Gruppe ist der riesige Ameisenbär oder ein großer Ameisenbär, ein Tier mit einer Länge von mehr als einem Meter.;https://de.wikipedia.org/wiki/Ameisenbären
41,70;de;Wie oft pro Minute kann ein Ameisenbär seine Zunge aus dem Mund nehmen ?;160 mal;120 mal;80 mal;40 mal;Newbie;Der Ameisenbär isst meistens Ameisen, aber auch Termiten und andere Insekten wie Marienkäfer.;https://de.wikipedia.org/wiki/Ameisenbären
42,74;de;Wie schnell kann ein Leopard in Ruhe in nur zwei Sekunden erreicht werden ?;60 km / h;80 km / h;100 km / h;40 km / h;Bestätigt;Leopard nimmt in einigen afrikanischen Kulturen einen wichtigen Platz ein, wo dieser Tierkönig das Attribut der Häuptlinge ist.;https://de.wikipedia.org/wiki/Leopard
43,78;de;Um welchen Faktor wird das Gewicht eines Eisbären zwei Monate nach der Geburt multipliziert ?;25;35;45;55;Bestätigt;Der Eisbär ist perfekt an seinen Lebensraum angepasst und hat eine dicke Fettschicht und ein Fell, das ihn vor der Kälte isoliert.;https://de.wikipedia.org/wiki/Eisbär
44,80;de;Wie viele Eier produziert ein durchschnittliches Nilkrokodil bei guter Gesundheit ?;100;70;40;130;Bestätigt;Beim Schließen der Eier ist das Babykrokodil etwa 30 cm groß und hat den gleichen Körper wie seine Mutter, egal ob männlich oder weiblich.;https://de.wikipedia.org/wiki/Nilkrokodil
45,81;de;Was ist die maximale Sprunglänge, die ein Puma machen kann ?;12 m;10 m;8 m;6 m;Expert;Für die Jagd oder im Falle einer Bedrohung kann er auf Bäume klettern und sehr wendig sein.;https://de.wikipedia.org/wiki/Puma
46,82;de;Wie viel hat eine normal geformte Mücke Zähne ?;47;34;29;11;Expert;Erwachsene ernähren sich von Blumennektar und beteiligen sich wie Schmetterlinge an der Bestäubung von Pflanzen.;https://de.wikipedia.org/wiki/Stechmücken,
47,83;de;Wie lang ist ein Koaladarm in Zentimetern ?;300 cm;200 cm;100 cm;400 cm;Expert;Der Koala ist eng mit dem Eukalyptus oder Gummibaum verwandt, von dem er nur die Blätter bestimmter Arten frisst.;https://de.wikipedia.org/wiki/Koala
48,84;de;Wie viele Tage überwinkt ein alaskisches Eichhörnchen ?;270 Tage;180 Tage;320 Tage;410 Tage;Expert;Der Eichhörnchenschwanz und seine unnachgiebigen Wintervorräte haben zu seiner Popularität beigetragen.;,
49,85;de;Was ist die Höchstgeschwindigkeit, die der Schwertfisch schon erreicht hat ?;109 km / h;99 km / h;89 km / h;119 km / h;Expert;Der Segelfisch besitzt senkrechte Streifen an den Flanken und gilt als der schnellste Fisch.;https://de.wikipedia.org/wiki/Fächerfisch
50,88;de;Wie oft pro Sekunde kann ein Kolibri seine Flügel schlagen ?;78 mal;58 mal;38 mal;18 mal;Expert;Kolibris sind wegen ihrer geringen Größe und ihrer schnellen Flügelschläge auch als Kolibris bekannt.;https://de.wikipedia.org/wiki/Kolibris,
51,89;de;Wie viele Kängurusarten gibt es im weitesten Sinne des Wortes ?;63;51;44;37;Expert;Das große Känguru ist ein symbolträchtiges Tier Australiens und auf dem Land beliebter als in den Städten.;,
52,91;es;¿Cuánto dura la gestación media de un elefante ?;21 meses;17 meses;13 meses;9 meses;Novato;Un elefante puede estar embarazada hasta la edad de cincuenta años, donde solo se lleva un elefante en la mayoría de los casos.;
53,92;es;¿Cuántos pulsos por minuto tiene el corazón de un erizo en hibernación ?;18;28;38;8;Novato;No confunda los erizos con otros mamíferos que llevan plumas, como los puercoespines.;
54,97;es;¿Cuántos minutos puede un león marino nadar bajo el agua sin respirar ?;5 min;7 min;9 min;11 min;Novato;A diferencia de las focas, las focas usan sus aletas en el suelo para caminar.;https://es.wikipedia.org/wiki/Otariidae
55,99;es;¿Cuál es el porcentaje de roedores entre los mamíferos ?;40%;30%;20%;10%;Novato;Estos animales se caracterizan por su par único de incisivos que les sirven para roer, cavar galerías o defenderse.;https://es.wikipedia.org/wiki/Rodentia
56,100;es;¿Cuántas veces por minuto puede un oso hormiguero sacarse la lengua de la boca ?;160 veces;120 veces;80 veces;40 veces;Novato;El oso hormiguero come principalmente hormigas, pero también le gustan las termitas y otros insectos como las mariquitas.;https://es.wikipedia.org/wiki/Vermilingua
57,103;es;¿Cuánto cuesta en promedio una reina de termitas por día ?;30;60;90;120;Confirmado;De una pareja de termitas nacen larvas que dan trabajadores estériles o pupas que darán adultos sexuados.;https://es.wikipedia.org/wiki/Isoptera,
58,104;es;¿Qué tan rápido puede alcanzar un leopardo en reposo en solo dos segundos ?;60 km / h;80 km / h;100 km / h;40 km / h;Confirmado;El leopardo ocupa un lugar importante en algunas culturas africanas donde este rey de los animales es el atributo de los jefes.;https://es.wikipedia.org/wiki/Panthera_pardus,
59,106;es;¿Qué tan rápido puede llegar un halcón peregrino cuando está en su presa ?;240 km / h;200 km / h;160 km / h;120 km / h;Confirmado;Su presa es a menudo aves, pero algunos individuos también pueden atacar pequeños animales terrestres.;https://es.wikipedia.org/wiki/Falco_peregrinus
60,108;es;¿Por qué factor se multiplica el peso de un oso polar dos meses después del nacimiento ?;25;35;45;55;Confirmado;Perfectamente adaptado a su hábitat, el oso polar tiene una gruesa capa de grasa y un pelaje que lo aísla del frío.;https://es.wikipedia.org/wiki/Ursus_maritimus
61,111;es;¿Cuál es la longitud máxima del salto que puede hacer un puma ?;12 m;10 m;8 m;6 m;Experto;A los efectos de la caza o en caso de amenaza, puede trepar árboles y ser muy ágil.;https://es.wikipedia.org/wiki/Puma concolor
62,112;es;¿Cuánto tienen los dientes un mosquito normalmente formado ?;47;34;29;11;Experto;Los adultos se alimentan de néctar de flores y participan en la polinización de las plantas, al igual que las mariposas.;https://es.wikipedia.org/wiki/Culicidae
63,113;es;¿Cuál es la longitud en centímetros de un intestino koala ?;300 cm;200 cm;100 cm;400 cm;Experto;El koala está estrechamente relacionado con el eucalipto o el árbol de las encías, del cual solo come las hojas de ciertas especies.;https://es.wikipedia.org/wiki/Phascolarctos cinereus
64,114;es;¿Cuántos días hiberna una ardilla de Alaska ?;270 días;180 dias;320 días;410 dias;Experto;La cola de la pluma de la ardilla y sus implacables disposiciones de invierno han contribuido a su popularidad.;https://es.wikipedia.org/wiki/Ardilla,
65,115;es;¿Cuál es la velocidad máxima ya alcanzada por el pez espada navegante ?;109 km / h;99 km / h;89 km / h;119 km / h;Experto;Poseiendo rayas verticales en los flancos, el pez vela se considera el pez más rápido.;https://es.wikipedia.org/wiki/Istiophorus_platypterus
66,118;es;¿Cuántas veces por segundo puede un colibrí batir sus alas ?;78 veces;58 veces;38 veces;18 veces;Experto;Los colibríes también son conocidos como colibríes debido a su pequeño tamaño y sus rápidos alerones.;https://es.wikipedia.org/wiki/Trochilidae,
67,121;it;Quanto dura la gestazione media di un elefante ?;21 mesi;17 mesi;13 mesi;9 mesi;Newbie;Un elefante può essere incinta fino ai cinquant'anni, dove nella maggior parte dei casi viene trasportato un solo elefante.;
68,122;it;Quanti impulsi al minuto ha il cuore di un riccio in letargo ?;18;28;38;8;Newbie;Non confondere i ricci con altri mammiferi che trasportano le penne, come i porcospini.;
69,125;it;Quanti bisonti ha macellato Buffalo Bill in soli 18 mesi ?;4.000;3000;2.000;1.000;Newbie;Il cappello stetson e la bandana furono resi popolari da Buffalo Bill mentre non tutti i cowboy lo indossavano.;https://it.wikipedia.org/wiki/Buffalo_Bill,
70,126;it;A che altezza vivono gli stambecchi alpini in generale ?;3.500 m;2.300 m;1900 m;4.600 m;Newbie;La preda dello stambecco alpino comprende pareti ripide, pareti rocciose ripide o pareti ripide.;https://it.wikipedia.org/wiki/Capra_ibex
71,127;it;Quanti minuti può un leone marino nuotare sott'acqua senza respirare ?;5 minuti;7 minuti;9 minuti;11 minuti;Newbie;A differenza delle foche, le foche usano le pinne a terra per camminare.;https://it.wikipedia.org/wiki/Otariidae
72,129;it;Qual è la percentuale di roditori tra i mammiferi ?;40%;30%;20%;10%;Newbie;Questi animali sono caratterizzati dalla loro coppia unica di incisivi che li servono a rosicchiare, scavare gallerie o difendersi.;https://it.wikipedia.org/wiki/Rodentia
73,130;it;Quante volte al minuto un formichiere può togliersi la lingua dalla bocca ?;160 volte;120 volte;80 volte;40 volte;Newbie;Il formichiere mangia principalmente le formiche, ma ama anche le termiti e altri insetti come le coccinelle.;https://it.wikipedia.org/wiki/Vermilingua
74,133;it;Quanto costa in media una regina di termiti al giorno ?;30;60;90;120;Confermato;Da una coppia di termiti nascono larve che danno sterili lavoratori o pupe che daranno adulti sessuati.;https://it.wikipedia.org/wiki/Isoptera,
75,134;it;Quanto velocemente può raggiungere un leopardo in pace in soli due secondi ?;60 km / h;80 km / h;100 km / h;40 km / h;Confermato;Il leopardo occupa un posto importante in alcune culture africane in cui questo re degli animali è l'attributo dei capi.;https://it.wikipedia.org/wiki/Panthera_pardus,
76,136;it;Quanto velocemente può raggiungere un falco pellegrino quando è in preda ?;240 km / h;200 km / h;160 km / h;120 km / h;Confermato;Le sue prede sono spesso uccelli, ma alcuni individui possono anche attaccare piccoli animali terrestri.;https://it.wikipedia.org/wiki/Falco_peregrinus
77,138;it;Con quale fattore il peso di un orso polare si moltiplica due mesi dopo la nascita ?;25;35;45;55;Confermato;Perfettamente adattato al suo habitat, l'orso polare ha uno spesso strato di grasso e una pelliccia che lo isola dal freddo.;https://it.wikipedia.org/wiki/Ursus_maritimus
78,141;it;Qual è la lunghezza massima del salto che può fare un puma ?;12 m;10 m;8 m;6 m;Expert;Ai fini della caccia o in caso di minaccia, è in grado di arrampicarsi sugli alberi ed essere molto agile.;https://it.wikipedia.org/wiki/Puma concolor
79,142;it;Quanto fa una zanzara formata normalmente con i denti ?;47;34;29;11;Expert;Gli adulti si nutrono di nettare di fiori e partecipano all'impollinazione delle piante, proprio come le farfalle.;https://it.wikipedia.org/wiki/Culicidae
80,143;it;Qual è la lunghezza in centimetri di un intestino di koala ?;300 cm;200 cm;100 cm;400 cm;Expert;Il koala è strettamente correlato all'eucalipto o albero della gomma, dal quale mangia solo le foglie di alcune specie.;https://it.wikipedia.org/wiki/Phascolarctos cinereus
81,144;it;Quanti giorni ha uno scoiattolo dell'Alaska in letargo ?;270 giorni;180 giorni;320 giorni;410 giorni;Expert;La coda del pennacchio dello scoiattolo e le sue implacabili disposizioni invernali hanno contribuito alla sua popolarità.;https://it.wikipedia.org/wiki/Scoiattolo,
82,145;it;Qual è la velocità massima raggiunta dal pesce spada a vela ?;109 km / h;99 km / h;89 km / h;119 km / h;Expert;Possedendo strisce verticali sui fianchi, il pesce vela è considerato il pesce più veloce.;https://it.wikipedia.org/wiki/Istiophorus_platypterus
83,148;it;Quante volte un secondo può un colibrì sbattere le ali ?;78 volte;58 volte;38 volte;18 volte;Expert;I colibrì sono anche conosciuti come colibrì a causa delle loro piccole dimensioni e veloci battiti d'ali.;https://it.wikipedia.org/wiki/Trochilidae,
84,151;nl;Hoe lang duurt de gemiddelde draagtijd van een olifant ?;21 maanden;17 maanden;13 maanden;9 maanden;Newbie;Een olifant kan zwanger zijn tot de leeftijd van vijftig, waarbij in de meeste gevallen slechts één olifant wordt gedragen.;https://nl.wikipedia.org/wiki/Olifanten
85,152;nl;Hoeveel pulsen per minuut heeft het hart van een winterslapende egel ?;18;28;38;8;Newbie;Verwar egels niet met andere zoogdieren die spillen dragen, zoals stekelvarkens.;
86,155;nl;Hoeveel bizons heeft Buffalo Bill in slechts 18 maanden tijd afgemaakt ?;4.000;3000;2.000;1.000;Newbie;De stetson-hoed en de bandana werden gepopulariseerd door Buffalo Bill, terwijl niet alle cowboys het droegen.;https://nl.wikipedia.org/wiki/Buffalo_Bill
87,156;nl;Op welke hoogte leven alpine steenbokken in het algemeen ?;3.500 m;2300 m;1900 m;4.600 m;Newbie;De Alpine-steenbok prooi omvat steile wanden, steile kliffen of steile wanden.;https://nl.wikipedia.org/wiki/Alpensteenbok
88,157;nl;Hoeveel minuten kan een zeeleeuw onderwater zwemmen zonder te ademen ?;5 min;7 min;9 min;11 min;Newbie;In tegenstelling tot zeehonden gebruiken pelsrobben hun vinnen op de grond om te lopen.;https://nl.wikipedia.org/wiki/Oorrobben,
89,159;nl;Hoe groot is het percentage knaagdieren onder zoogdieren ?;40%;30%;20%;10%;Newbie;Deze dieren worden gekenmerkt door hun unieke paar snijtanden die hen dienen om te knagen, galerijen te graven of zichzelf te verdedigen.;https://nl.wikipedia.org/wiki/Knaagdieren
90,160;nl;Hoeveel keer per minuut kan een miereneter zijn tong uit zijn mond halen ?;160 keer;120 keer;80 keer;40 keer;Newbie;De miereneter eet voornamelijk mieren, maar houdt ook van termieten en andere insecten zoals lieveheersbeestjes.;https://nl.wikipedia.org/wiki/Miereneters
91,163;nl;Hoeveel kost een termietenkoningin gemiddeld per dag eieren ?;30;60;90;120;Bevestigd;Van een termietenkoppel worden larven geboren die steriele werkers of poppen geven die gesekste volwassenen geven.;https://nl.wikipedia.org/wiki/Termieten,
92,164;nl;Hoe snel kan een luipaard in rust in slechts twee seconden reiken ?;60 km / h;80 km / h;100 km / h;40 km / h;Bevestigd;Luipaard heeft een belangrijke plaats in sommige Afrikaanse culturen waar deze koning van dieren het attribuut is van de leiders.;https://nl.wikipedia.org/wiki/Luipaard,
93,166;nl;Hoe snel kan een slechtvalken reiken wanneer hij op zijn prooi zit ?;240 km / h;200 km / h;160 km / h;120 km / h;Bevestigd;Zijn prooi is vaak vogels, maar sommige individuen kunnen ook kleine landdieren aanvallen.;https://nl.wikipedia.org/wiki/Slechtvalk
94,168;nl;Door welke factor wordt het gewicht van een ijsbeer vermenigvuldigd twee maanden na de geboorte ?;25;35;45;55;Bevestigd;De ijsbeer is perfect aangepast aan zijn habitat en heeft een dikke laag vet en een vacht die het isoleert tegen de kou.;https://nl.wikipedia.org/wiki/IJsbeer,
95,170;nl;Hoeveel eieren produceert de gemiddelde Nijlkrokodil in goede gezondheid ?;100;70;40;130;Bevestigd;Bij het sluiten van de eieren is de krokodil ongeveer 30 cm lang en heeft hij hetzelfde lichaam als zijn moeder, mannelijk of vrouwelijk.;https://nl.wikipedia.org/wiki/Nijlkrokodil
96,171;nl;Wat is de maximale lengte van de sprong die een cougar kan maken ?;12 m;10 m;8 m;6 m;Expert;Voor jachtdoeleinden of in geval van dreiging, kan hij in bomen klimmen en zeer behendig zijn.;https://nl.wikipedia.org/wiki/Poema
97,172;nl;Hoeveel kost een normaal gevormde mug tanden ?;47;34;29;11;Expert;Volwassenen voeden zich met bloemnectar en nemen deel aan de bestuiving van planten, net als vlinders.;https://nl.wikipedia.org/wiki/Steekmuggen
98,173;nl;Wat is de lengte in centimeters van een koaladarm ?;300 cm;200 cm;100 cm;400 cm;Expert;De koala is nauw verwant aan de eucalyptus of gomboom, waarvan het alleen de bladeren van bepaalde soorten eet.;https://nl.wikipedia.org/wiki/Koala
99,174;nl;Hoeveel dagen overwintert een Alaskeleekhoorn ?;270 dagen;180 dagen;320 dagen;410 dagen;Expert;De pluimstaart van de eekhoorn en de niet-aflatende wintervoorzieningen hebben bijgedragen aan zijn populariteit.;,
100,175;nl;Wat is de maximale snelheid die al wordt bereikt door de zwaardvis te zeilen ?;109 km / h;99 km / h;89 km / h;119 km / h;Expert;Het bezit van verticale strepen op de flanken, de sailfish wordt beschouwd als de snelste vis.;https://nl.wikipedia.org/wiki/Pacifische_zeilvis
101,178;nl;Hoe vaak een seconde kan een kolibrie met zijn vleugels klapperen ?;78 keer;58 keer;38 keer;18 keer;Expert;Kolibries zijn ook bekend als kolibries vanwege hun kleine formaat en snelle vleugelslagen.;https://nl.wikipedia.org/wiki/Kolibries,
